training_seed,seed,episode_return,success,steps,action_energy,final_position
42,2106,98.25226772997405,True,953,17.477322700259432,0.459856241941452
42,2107,97.76854103543064,True,565,22.31458964569353,0.4666087031364441
42,2108,-0.5886290084058236,False,999,5.886290084058242,-0.4641977846622467
42,2109,98.32599303983373,True,415,16.740069601662686,0.4666087031364441
42,2110,-0.7224047127919202,False,999,7.224047127919199,-0.7733609080314636
42,2111,97.99777500690213,True,453,20.02224993097872,0.4666087031364441
42,2112,98.4144547126773,True,346,15.855452873226918,0.4653738737106323
42,2113,98.18202645570307,True,629,18.17973544296932,0.4666087031364441
42,2114,98.17054822040609,True,379,18.294517795939047,0.4666087031364441
42,2115,-1.077378479471757,False,999,10.77378479471754,-0.8353032469749451
42,2116,98.06701344582441,True,381,19.329865541755762,0.4666087031364441
42,2117,98.58490289674198,True,489,14.150971032580175,0.45090970396995544
42,2118,98.25230989991371,True,486,17.476901000862913,0.4666087031364441
42,2119,98.61270048403846,True,345,13.872995159615394,0.454533189535141
42,2120,98.29328761390964,True,342,17.06712386090353,0.4666087031364441
42,2121,98.3792013173165,True,739,16.20798682683495,0.46990448236465454
42,2122,98.12473437285622,True,451,18.75265627143769,0.4666087031364441
42,2123,98.33995670035497,True,416,16.600432996450223,0.4666087031364441
42,2124,98.07439458464751,True,629,19.25605415352489,0.4666087031364441
42,2125,97.67312319337843,True,639,23.26876806621565,0.4666087031364441
2026,2026,96.90430862054896,True,285,30.95691379451035,0.46756550669670105
2026,2027,96.00011423706839,True,294,39.99885762931612,0.46047067642211914
2026,2028,96.6384201139214,True,362,33.61579886078593,0.46279245615005493
2026,2029,96.01931572197365,True,401,39.80684278026348,0.46047067642211914
2026,2030,96.64602380483359,True,364,33.53976195166409,0.4575140178203583
2026,2031,96.62944159086409,True,362,33.70558409135903,0.4668959379196167
2026,2032,95.6467151171431,True,519,43.532848828568945,0.46626147627830505
2026,2033,96.53075566262513,True,287,34.69244337374873,0.46047067642211914
2026,2034,96.34647555111157,True,288,36.535244488884416,0.46047067642211914
2026,2035,96.88867846490754,True,285,31.113215350924452,0.46121054887771606
2026,2036,96.40070611336728,True,325,35.992938866327165,0.46047067642211914
2026,2037,96.80243368313249,True,323,31.975663168675023,0.46355345845222473
2026,2038,95.02416864419683,True,557,49.7583135580315,0.46047067642211914
2026,2039,95.44115310965503,True,628,45.58846890344958,0.47267627716064453
2026,2040,96.03060954063082,True,476,39.69390459369174,0.4519772529602051
2026,2041,94.40662791552266,True,744,55.93372084477316,0.46047067642211914
2026,2042,95.95869884069523,True,515,40.4130115930476,0.47234517335891724
2026,2043,95.0509504809932,True,424,49.490495190067946,0.46047067642211914
2026,2044,96.0037900807262,True,442,39.96209919273795,0.47445571422576904
2026,2045,96.72456865289115,True,324,32.75431347108858,0.4725467264652252
2026,2046,95.35106332689915,True,446,46.489366731008346,0.46047067642211914
2026,2047,96.32226238223586,True,440,36.777376177641344,0.45272424817085266
2026,2048,96.28408583679847,True,402,37.15914163201529,0.4532358944416046
2026,2049,96.44752637125683,True,363,35.52473628743169,0.48554301261901855
2026,2050,96.71854377997722,True,335,32.814562200227684,0.455400675535202
2026,2051,94.41131376908,True,673,55.88686230919987,0.46047067642211914
