policy,seed,episode_return,success,steps,action_energy,max_position,final_position
zero,2056,0.0,False,999,0.0,-0.4308629333972931,-0.5444510579109192
zero,2057,0.0,False,999,0.0,-0.4089430272579193,-0.5733405351638794
zero,2058,0.0,False,999,0.0,-0.48161107301712036,-0.5191295146942139
zero,2059,0.0,False,999,0.0,-0.5030642151832581,-0.5271132588386536
zero,2060,0.0,False,999,0.0,-0.40370482206344604,-0.58199542760849
zero,2061,0.0,False,999,0.0,-0.4778013825416565,-0.5277311205863953
zero,2062,0.0,False,999,0.0,-0.42319706082344055,-0.5531802177429199
zero,2063,0.0,False,999,0.0,-0.5107956528663635,-0.5259484648704529
zero,2064,0.0,False,999,0.0,-0.46953967213630676,-0.5208891034126282
zero,2065,0.0,False,999,0.0,-0.4497787356376648,-0.5289880037307739
zero,2066,0.0,False,999,0.0,-0.44909632205963135,-0.517792820930481
zero,2067,0.0,False,999,0.0,-0.433361679315567,-0.5419227480888367
zero,2068,0.0,False,999,0.0,-0.44087618589401245,-0.5352286696434021
zero,2069,0.0,False,999,0.0,-0.5097599625587463,-0.5261197090148926
zero,2070,0.0,False,999,0.0,-0.49753594398498535,-0.5277361869812012
zero,2071,0.0,False,999,0.0,-0.4171987771987915,-0.5611461997032166
zero,2072,0.0,False,999,0.0,-0.5046396255493164,-0.5269006490707397
zero,2073,0.0,False,999,0.0,-0.4034757614135742,-0.5823876857757568
zero,2074,0.0,False,999,0.0,-0.4811552166938782,-0.5280369520187378
zero,2075,0.0,False,999,0.0,-0.4730795621871948,-0.5201575756072998
zero,2076,0.0,False,999,0.0,-0.4742791950702667,-0.5272459983825684
zero,2077,0.0,False,999,0.0,-0.4044751524925232,-0.5806829333305359
zero,2078,0.0,False,999,0.0,-0.5006507039070129,-0.519787073135376
zero,2079,0.0,False,999,0.0,-0.49483004212379456,-0.5192379355430603
zero,2080,0.0,False,999,0.0,-0.4687933027744293,-0.5261287689208984
zero,2081,0.0,False,999,0.0,-0.5174860954284668,-0.5247571468353271
zero,2082,0.0,False,999,0.0,-0.5085307955741882,-0.5208786725997925
zero,2083,0.0,False,999,0.0,-0.4056061804294586,-0.5787791609764099
zero,2084,0.0,False,999,0.0,-0.4266539216041565,-0.5490611791610718
