policy,seed,episode_return,success,steps,action_energy,max_position,final_position
smooth_momentum,2050,96.59293731050904,True,94,34.070626894909566,0.4614410400390625,0.4614410400390625
smooth_momentum,2051,92.9023329449135,True,151,70.97667055086495,0.49311336874961853,0.49311336874961853
smooth_momentum,2052,93.34160785294232,True,148,66.58392147057673,0.49311336874961853,0.49311336874961853
smooth_momentum,2053,92.0464108175662,True,166,79.535891824338,0.49311336874961853,0.49311336874961853
smooth_momentum,2054,93.04096193272599,True,150,69.59038067273998,0.49311336874961853,0.49311336874961853
smooth_momentum,2055,92.22568436221584,True,162,77.74315637784154,0.49311336874961853,0.49311336874961853
smooth_momentum,2056,96.59640373141474,True,94,34.03596268585257,0.45862922072410583,0.45862922072410583
smooth_momentum,2057,96.65504738267036,True,86,33.44952617329635,0.46009159088134766,0.46009159088134766
smooth_momentum,2058,92.81875198183367,True,152,71.81248018166315,0.49311336874961853,0.49311336874961853
smooth_momentum,2059,93.5475530382431,True,147,64.52446961756894,0.49311336874961853,0.49311336874961853
smooth_momentum,2060,96.64888317558174,True,85,33.51116824418261,0.4618871510028839,0.4618871510028839
smooth_momentum,2061,93.7473713300871,True,147,62.526286699128946,0.49311336874961853,0.49311336874961853
smooth_momentum,2062,96.63732671807863,True,90,33.62673281921384,0.46408990025520325,0.46408990025520325
smooth_momentum,2063,93.48310167906453,True,147,65.16898320935456,0.49311336874961853,0.49311336874961853
smooth_momentum,2064,92.67433202722926,True,154,73.25667972770738,0.49311336874961853,0.49311336874961853
smooth_momentum,2065,92.18017521061773,True,163,78.19824789382257,0.49311336874961853,0.49311336874961853
smooth_momentum,2066,93.93453027621366,True,148,60.654697237863274,0.49311336874961853,0.49311336874961853
smooth_momentum,2067,96.57011465708369,True,96,34.29885342916299,0.45527979731559753,0.45527979731559753
smooth_momentum,2068,91.59188996959962,True,181,84.08110030400371,0.49311336874961853,0.49311336874961853
smooth_momentum,2069,93.49165483294945,True,147,65.08345167050545,0.49311336874961853,0.49311336874961853
smooth_momentum,2070,93.59436755964236,True,147,64.05632440357634,0.49311336874961853,0.49311336874961853
smooth_momentum,2071,96.64633395878477,True,88,33.53666041215247,0.4679167866706848,0.4679167866706848
smooth_momentum,2072,93.53431330588592,True,147,64.6568669411408,0.49311336874961853,0.49311336874961853
smooth_momentum,2073,96.64691571052666,True,85,33.53084289473336,0.4629313349723816,0.4629313349723816
smooth_momentum,2074,93.71842858963026,True,147,62.8157141036973,0.49311336874961853,0.49311336874961853
smooth_momentum,2075,92.6869114347465,True,154,73.13088565253486,0.49311336874961853,0.49311336874961853
smooth_momentum,2076,93.77778333285397,True,147,62.22216667146026,0.49311336874961853,0.49311336874961853
smooth_momentum,2077,96.65550295434618,True,85,33.44497045653826,0.45836976170539856,0.45836976170539856
smooth_momentum,2078,93.12639194575677,True,149,68.73608054243228,0.49311336874961853,0.49311336874961853
smooth_momentum,2079,93.00919040243912,True,150,69.9080959756087,0.49311336874961853,0.49311336874961853
smooth_momentum,2080,93.8251409034402,True,147,61.748590965597984,0.49311336874961853,0.49311336874961853
smooth_momentum,2081,93.38132684893394,True,148,66.18673151066058,0.49311336874961853,0.49311336874961853
smooth_momentum,2082,93.16140786739345,True,149,68.38592132606544,0.49311336874961853,0.49311336874961853
smooth_momentum,2083,96.66520564184653,True,85,33.347943581534736,0.4532019793987274,0.4532019793987274
smooth_momentum,2084,96.64107163530267,True,91,33.589283646973314,0.4540903866291046,0.4540903866291046
smooth_momentum,2085,92.80423833564232,True,152,71.95761664357666,0.49311336874961853,0.49311336874961853
smooth_momentum,2086,93.8184689358982,True,148,61.815310641018016,0.49311336874961853,0.49311336874961853
smooth_momentum,2087,93.29470600542082,True,148,67.05293994579169,0.49311336874961853,0.49311336874961853
smooth_momentum,2088,93.52303494572382,True,147,64.76965054276165,0.49311336874961853,0.49311336874961853
smooth_momentum,2089,93.78512824923575,True,148,62.14871750764236,0.49311336874961853,0.49311336874961853
smooth_momentum,2090,93.12272412466646,True,149,68.77275875333532,0.49311336874961853,0.49311336874961853
smooth_momentum,2091,93.71135566008685,True,147,62.886443399131366,0.49311336874961853,0.49311336874961853
smooth_momentum,2092,92.24656752564259,True,161,77.53432474357399,0.49311336874961853,0.49311336874961853
smooth_momentum,2093,96.67013724646998,True,85,33.298627535300156,0.45056968927383423,0.45056968927383423
smooth_momentum,2094,93.88676105608855,True,148,61.13238943911449,0.49311336874961853,0.49311336874961853
smooth_momentum,2095,96.64263822861729,True,89,33.573617713827176,0.46617963910102844,0.46617963910102844
smooth_momentum,2096,93.74874797377294,True,147,62.512520262270655,0.49311336874961853,0.49311336874961853
smooth_momentum,2097,93.78313283624243,True,148,62.1686716375756,0.49311336874961853,0.49311336874961853
smooth_momentum,2098,93.26447047180658,True,148,67.35529528193419,0.49311336874961853,0.49311336874961853
smooth_momentum,2099,92.91683610591664,True,151,70.83163894083346,0.49311336874961853,0.49311336874961853
smooth_momentum,2100,93.51465923980915,True,147,64.85340760190844,0.49311336874961853,0.49311336874961853
smooth_momentum,2101,93.82525216960842,True,147,61.74747830391573,0.49311336874961853,0.49311336874961853
smooth_momentum,2102,93.76087346347772,True,147,62.39126536522268,0.49311336874961853,0.49311336874961853
smooth_momentum,2103,96.66465167924054,True,86,33.35348320759465,0.45467931032180786,0.45467931032180786
smooth_momentum,2104,92.61515171258127,True,155,73.84848287418725,0.49311336874961853,0.49311336874961853
smooth_momentum,2105,96.64851820666831,True,87,33.51481793331699,0.4690500497817993,0.4690500497817993
smooth_momentum,2106,93.1536450000962,True,149,68.46354999903782,0.49311336874961853,0.49311336874961853
smooth_momentum,2107,93.37797377470702,True,148,66.22026225292976,0.49311336874961853,0.49311336874961853
smooth_momentum,2108,93.15994793658948,True,149,68.40052063410516,0.49311336874961853,0.49311336874961853
smooth_momentum,2109,93.63295975136971,True,147,63.67040248630286,0.49311336874961853,0.49311336874961853
smooth_momentum,2110,93.1617440554603,True,149,68.38255944539691,0.49311336874961853,0.49311336874961853
smooth_momentum,2111,92.6098064999506,True,155,73.90193500049394,0.49311336874961853,0.49311336874961853
smooth_momentum,2112,93.8161246884124,True,148,61.83875311587592,0.49311336874961853,0.49311336874961853
smooth_momentum,2113,93.30882490660125,True,148,66.9117509339874,0.49311336874961853,0.49311336874961853
smooth_momentum,2114,91.62950927408602,True,179,83.70490725913979,0.49311336874961853,0.49311336874961853
smooth_momentum,2115,93.16300273709638,True,149,68.36997262903621,0.49311336874961853,0.49311336874961853
smooth_momentum,2116,96.44598413228039,True,103,35.54015867719605,0.45691969990730286,0.45691969990730286
smooth_momentum,2117,93.40256141790866,True,148,65.97438582091338,0.49311336874961853,0.49311336874961853
smooth_momentum,2118,93.48228139957871,True,147,65.1771860042129,0.49311336874961853,0.49311336874961853
smooth_momentum,2119,93.81550388777049,True,147,61.84496112229503,0.49311336874961853,0.49311336874961853
smooth_momentum,2120,93.87125295336799,True,148,61.28747046632007,0.49311336874961853,0.49311336874961853
smooth_momentum,2121,93.15322429396663,True,149,68.46775706033364,0.49311336874961853,0.49311336874961853
smooth_momentum,2122,92.61597953614714,True,155,73.84020463852853,0.49311336874961853,0.49311336874961853
smooth_momentum,2123,93.62853444633792,True,147,63.71465553662074,0.49311336874961853,0.49311336874961853
smooth_momentum,2124,93.29293030198654,True,148,67.07069698013449,0.49311336874961853,0.49311336874961853
smooth_momentum,2125,93.3105587377413,True,148,66.89441262258684,0.49311336874961853,0.49311336874961853
